VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
740,382,Basavaraj Sharma,9,m,0
741,382,Rajesh Naik,72,m,0
742,382,Santhosh Kumar,9,m,0
743,383,Mohan Naik,42,m,0
744,383,Manjunath Shetty,8,m,0
745,383,Mahesh Kumar,59,m,0
746,384,Kiran Khan,47,m,0
747,384,Suresh Khan,52,m,0
748,385,Nagaraj Kumar,10,m,1
749,385,Rashmi Gowda,66,f,0
750,386,Priya Sharma,37,f,0
751,387,Venkatesh Khan,27,m,1
752,387,Anitha Kumar,60,f,0
753,387,Ganesh Naik,5,m,0
754,388,Lakshmi Patil,51,f,0
755,388,Suma Nair,18,f,0
756,389,Ganesh Singh,56,m,0
757,389,Kiran Rao,55,m,0
758,390,Vijay Nair,5,m,0
759,390,Deepa Gowda,50,f,1
760,390,Syed Kumar,50,m,0
761,391,Arjun Kumar,21,m,0
762,391,Rashmi Hegde,14,f,0
763,391,Sunitha Naik,43,f,0
764,392,Nagaraj Khan,65,m,0
765,393,Anitha Rao,29,f,0
766,393,Mahesh Naik,70,m,0
767,394,Ravi Kumar,49,m,0
768,395,Lokesh Sharma,31,m,0
769,395,Manjunath Nayak,46,m,0
770,395,Ravi Kumar,52,m,0
771,396,Ravi Kumar,13,m,0
772,396,Basavaraj Reddy,21,m,0
773,396,Priya Patil,34,f,0
774,397,Prakash Rao,62,m,0
775,398,Ravi Nayak,33,m,0
776,398,Nagaraj Naik,23,m,0
777,398,Suma Nayak,29,f,0
778,399,Lakshmi Reddy,43,f,0
779,399,Nandini Khan,13,f,0
780,400,Santhosh Shetty,51,m,0
781,400,Lokesh Rao,65,m,0
782,401,Nandini Nair,36,f,0
783,402,Ganesh Kumar,26,m,0
784,402,Savitha Rao,49,f,0
785,402,Arjun Khan,56,m,0
786,403,Kavitha Kumar,53,f,0
787,403,Mahesh Patil,19,m,1
788,404,Priya Nair,47,f,0
789,404,Suma Nayak,66,f,0
790,404,Arjun Khan,24,m,0
791,405,Manjunath Naik,8,m,0
792,405,Rekha Hegde,17,f,0
793,406,Lakshmi Hegde,21,f,0
794,407,Santhosh Reddy,53,m,0
795,407,Mohan Nair,7,m,0
796,407,Prakash Gowda,30,m,0
797,408,Ravi Nair,72,m,0
798,409,Lokesh Gowda,47,m,0
799,409,Vijay Khan,49,m,1
800,409,Farhan Nayak,11,m,0
801,410,Nagaraj Kumar,20,m,0
802,410,Pushpa Singh,38,f,0
803,411,Manjunath Nayak,6,m,0
804,412,Rajesh Rao,7,m,0
805,413,Mohan Reddy,71,m,0
806,413,Deepa Kumar,58,f,0
807,414,Santhosh Naik,48,m,0
808,414,Anitha Rao,27,f,0
809,414,Prakash Naik,58,m,0
810,415,Priya Kumar,46,f,0
811,415,Deepa Singh,51,f,0
812,416,Lokesh Nayak,51,m,0
813,416,Rajesh Reddy,71,m,0
814,417,Syed Hegde,65,m,0
815,418,Lokesh Rao,65,m,0
816,419,Anitha Shetty,35,f,0
817,419,Savitha Singh,35,f,0
818,420,Vijay Kumar,31,m,0
819,421,Rajesh Gowda,6,m,0
820,421,Ganesh Khan,33,m,0
821,421,Venkatesh Hegde,36,m,0
822,422,Rashmi Gowda,22,f,0
823,422,Suresh Kumar,45,m,0
824,422,Basavaraj Nayak,57,m,0
825,423,Rashmi Naik,7,f,1
826,424,Vijay Kumar,13,m,0
827,424,Imran Kumar,49,m,0
828,425,Priya Gowda,6,f,0
829,425,Arun Sharma,40,m,0
830,425,Imran Gowda,19,m,0
831,426,Nagaraj Gowda,17,m,0
832,426,Chandana Kumar,11,f,0
833,426,Imran Kumar,62,m,0
834,427,Lokesh Naik,34,m,0
835,427,Arjun Rao,51,m,0
836,428,Vijay Gowda,11,m,0
837,429,Rekha Kumar,61,f,0
838,429,Farhan Reddy,13,m,0
839,429,Prakash Gowda,75,m,0
840,430,Nandini Gowda,70,f,0
841,430,Chandana Nair,66,f,0
842,430,Usha Reddy,19,f,0
843,431,Arjun Singh,26,m,0
844,431,Venkatesh Reddy,22,m,0
845,431,Lokesh Shetty,15,m,1
846,432,Deepa Patil,45,f,1
847,433,Arjun Rao,68,m,0
848,433,Manjunath Naik,73,m,0
849,434,Santhosh Singh,6,m,0
850,434,Imran Gowda,67,m,0
851,435,Ravi Gowda,54,m,0
852,435,Deepa Rao,23,f,0
853,435,Deepa Kumar,10,f,0
854,436,Nagaraj Nair,29,m,0
855,437,Ravi Naik,46,m,0
856,437,Kiran Sharma,12,m,0
857,438,Vijay Reddy,44,m,0
858,438,Nandini Singh,26,f,0
859,439,Arun Shetty,70,m,0
860,439,Suresh Singh,19,m,0
861,439,Nagaraj Shetty,17,m,0
862,440,Rajesh Kumar,31,m,0
863,441,Syed Shetty,28,m,0
864,441,Imran Kumar,64,m,0
865,441,Arjun Kumar,56,m,0
866,442,Deepa Sharma,32,f,0
867,443,Usha Kumar,13,f,0
868,443,Ravi Shetty,32,m,0
869,443,Rekha Shetty,21,f,0
870,444,Anitha Nair,44,f,1
871,444,Kavitha Sharma,66,f,0
872,445,Ravi Rao,75,m,0
873,446,Usha Kumar,65,f,0
874,446,Anitha Patil,27,f,0
875,446,Manjunath Sharma,34,m,0
876,447,Usha Rao,46,f,0
877,447,Pushpa Hegde,53,f,0
878,447,Sunitha Sharma,70,f,0
879,448,Nagaraj Gowda,37,m,0
880,448,Basavaraj Kumar,30,m,0
881,448,Meena Nayak,65,f,0
882,449,Ganesh Kumar,73,m,0
883,450,Manjunath Nair,7,m,0
884,450,Arjun Kumar,57,m,0
885,450,Suma Rao,68,f,0
886,451,Mahesh Khan,11,m,0
887,451,Usha Nair,40,f,0
888,451,Mohan Patil,51,m,0
889,452,Suma Shetty,51,f,0
890,452,Vijay Nair,8,m,0
891,452,Kiran Kumar,27,m,0
892,453,Usha Khan,55,f,0
893,453,Rekha Nayak,21,f,0
894,453,Ravi Rao,60,m,0
895,454,Prakash Nayak,12,m,0
896,455,Prakash Reddy,56,m,0
897,455,Deepa Nair,44,f,0
898,455,Ganesh Khan,64,m,0
899,456,Deepa Patil,66,f,0
900,456,Mahesh Kumar,51,m,0
901,457,Kavitha Reddy,14,f,0
902,457,Suresh Sharma,61,m,0
903,457,Rashmi Khan,63,f,0
904,458,Priya Rao,25,f,0
905,458,Vijay Nayak,36,m,0
906,459,Rashmi Singh,66,f,0
907,459,Basavaraj Shetty,58,m,0
908,459,Imran Sharma,43,m,0
909,460,Usha Shetty,57,f,0
910,460,Savitha Khan,14,f,1
911,460,Usha Patil,73,f,0
912,461,Lakshmi Hegde,35,f,0
913,461,Pushpa Hegde,51,f,0
914,461,Vijay Rao,35,m,0
915,462,Arjun Naik,44,m,0
916,462,Lokesh Hegde,71,m,0
917,463,Usha Hegde,54,f,0
918,464,Vijay Kumar,74,m,0
919,464,Basavaraj Kumar,12,m,0
920,464,Imran Nayak,10,m,0
921,465,Imran Kumar,66,m,0
922,465,Suresh Sharma,22,m,0
923,465,Lakshmi Rao,51,f,0
924,466,Syed Sharma,47,m,0
925,466,Vijay Nair,46,m,0
926,466,Suma Khan,7,f,0
927,467,Arjun Rao,63,m,0
928,467,Chandana Nayak,14,f,0
929,467,Rashmi Kumar,54,f,0
930,468,Rekha Patil,58,f,0
931,468,Suma Kumar,31,f,0
932,468,Pushpa Reddy,31,f,0
933,469,Deepa Rao,5,f,0
934,470,Rajesh Sharma,49,m,0
935,470,Arun Gowda,16,m,0
936,471,Vijay Singh,41,m,0
937,471,Rekha Kumar,9,f,0
938,472,Nandini Sharma,70,f,0
939,472,Pushpa Nayak,73,f,0
940,472,Usha Rao,69,f,0
941,473,Rashmi Sharma,48,f,0
942,474,Rashmi Rao,63,f,0
943,474,Rashmi Hegde,21,f,0
944,475,Rekha Reddy,8,f,0
945,475,Sunitha Reddy,49,f,0
946,476,Santhosh Hegde,28,m,0
947,476,Ganesh Gowda,70,m,0
948,476,Imran Naik,24,m,0
949,477,Manjunath Nayak,40,m,0
950,478,Ravi Kumar,12,m,0
951,479,Imran Nayak,23,m,0
952,479,Pushpa Gowda,68,f,0
953,479,Sunitha Reddy,11,f,0
954,480,Farhan Naik,11,m,0
955,480,Kiran Reddy,25,m,0
956,481,Usha Naik,54,f,0
957,482,Mohan Nayak,15,m,0
958,482,Vijay Singh,6,m,0
959,482,Mohan Kumar,22,m,0
960,483,Suma Kumar,16,f,0
961,483,Syed Kumar,59,m,0
962,483,Ganesh Rao,48,m,0
963,484,Mohan Khan,71,m,0
964,484,Usha Shetty,24,f,0
965,484,Vijay Nayak,25,m,0
966,485,Santhosh Hegde,42,m,0
967,485,Rajesh Khan,71,m,0
968,485,Nagaraj Naik,14,m,0
969,486,Meena Sharma,25,f,1
970,487,Deepa Reddy,18,f,0
971,487,Ganesh Shetty,28,m,0
972,488,Usha Sharma,23,f,0
973,488,Ganesh Kumar,9,m,0
974,489,Savitha Patil,61,f,0
975,489,Lokesh Hegde,75,m,0
976,490,Arun Kumar,45,m,0
977,490,Basavaraj Nayak,31,m,1
978,490,Anitha Khan,7,f,0
979,491,Rekha Patil,74,f,0
980,492,Arun Gowda,46,m,0
981,493,Imran Gowda,44,m,0
982,494,Sunitha Rao,43,f,0
983,495,Kavitha Naik,14,f,0
984,495,Mohan Gowda,63,m,0
985,496,Anitha Gowda,30,f,0
986,496,Kavitha Gowda,62,f,0
987,497,Mahesh Kumar,42,m,0
988,497,Deepa Hegde,63,f,0
989,498,Kavitha Kumar,9,f,0
990,499,Suma Patil,39,f,0
991,500,Chandana Sharma,73,f,0
992,500,Chandana Singh,43,f,0
993,500,Nandini Rao,23,f,0
